	code	id	name	type	ct	clid	superid	vi
302	ethinyl_estradiol_norethindrone_ace;ferrous_	1532	ethinyl_estradiol_norethindrone_ace;ferrous_	rx	1443310	303.0	28	741
303	solifenacin_succinate	1832	solifenacin_succinate	rx	334694	304.0	201	743
304	phenylephrine_hydrochloride	1836	phenylephrine_hydrochloride	rx	15612	305.0	16,218,60	744
305	temozolomide	5270	temozolomide	rx	18400	306.0	9	747
306	diphenhydramine_tannate_phenylephrine_tannat	1849	diphenhydramine_tannate_phenylephrine_tannat	rx	19395	307.0	48	749
307	ethinyl_estradiol_norgestimate	1851	ethinyl_estradiol_norgestimate	rx	2548304	308.0	209,28	750
308	valproic_acid	1855	valproic_acid	rx	38017	309.0	180	752
309	phenazopyridine_hydrochloride	757	phenazopyridine_hydrochloride	rx	2266564	310.0	122	753
310	chlordiazepoxide_hydrochloride	1868	chlordiazepoxide_hydrochloride	rx	93183	311.0	84	755
311	cromolyn_sodium	1870	cromolyn_sodium	rx	91340	312.0	134,217	757
312	glimepiride	1876	glimepiride	rx	695930	313.0	152	760
313	phenytoin_sodium__extended	1877	phenytoin_sodium__extended	rx	209791	314.0	146	761
314	ammonium_lactate;halobetasol_propionate	1882	ammonium_lactate;halobetasol_propionate	rx	8844	315.0	56,125	762
315	tamsulosin_hydrochloride	1906	tamsulosin_hydrochloride	rx	1584853	316.0	122	772
316	fe_pentacarbonyl_folic_acid_vit_b12_vit_c	1909	fe_pentacarbonyl_folic_acid_vit_b12_vit_c	rx	12235	317.0	181	773
317	hydrochlorothiazide_lisinopril	1911	hydrochlorothiazide_lisinopril	rx	1858095	318.0	97	774
318	chloroxylenol_hc_pramoxine_hcl	1912	chloroxylenol_hc_pramoxine_hcl	rx	91449	319.0	166,125	775
319	hydrocodone_bitartrate	1915	hydrocodone_bitartrate	rx	6412	320.0		776
320	fosfomycin_tromethamine	1920	fosfomycin_tromethamine	rx	13583	321.0	81	777
321	carbetapentane_tannate_chlorpheniramine_tann	1921	carbetapentane_tannate_chlorpheniramine_tann	rx	91661	322.0	37,44	778
322	acetaminophen_oxycodone_hydrochloride	1927	acetaminophen_oxycodone_hydrochloride	rx	7800929	323.0	38	780
323	penciclovir	1929	penciclovir	rx	221294	324.0	17	781
324	citric_acid_sodium_citrate	1932	citric_acid_sodium_citrate	rx	12485	325.0	74	782
325	nicotine_polacrilex	1935	nicotine_polacrilex	rx	6260	326.0	63	784
326	atazanavir_sulfate	1949	atazanavir_sulfate	rx	20338	327.0	0	788
327	hc_neomycin_sulf_polymyxin_b_sulf	1958	hc_neomycin_sulf_polymyxin_b_sulf	rx	2125900	328.0	166,50	794
328	letrozole	1959	letrozole	rx	145060	329.0	9	795
329	epinephrine	1962	epinephrine	rx	1332554	330.0	16,218	797
330	olopatadine_hydrochloride	1963	olopatadine_hydrochloride	rx	1866093	331.0	217	798
331	ofloxacin	1973	ofloxacin	rx	1541388	332.0	176,171	800
332	liothyronine_sodium	1983	liothyronine_sodium	rx	210021	333.0	59	804
333	disinfectant_prep_pad	1993	disinfectant_prep_pad	rx	37833	334.0	200	807
334	saxagliptin_hydrochloride	2001	saxagliptin_hydrochloride	rx	94845	335.0	31	810
335	cpm_dm_hydrobrom_phenyleph_hcl	2011	cpm_dm_hydrobrom_phenyleph_hcl	rx	923521	336.0	48,109,37,44	813
336	hyoscyamine_sulfate	2014	hyoscyamine_sulfate	rx	1084511	337.0	4	814
337	cefprozil	2019	cefprozil	rx	1275121	338.0	159	817
338	iron	2032	iron	rx	6028	339.0	181	820
339	glucose_meter_test_control	2033	glucose_meter_test_control	rx	88313	340.0	62	821
340	raloxifene_hydrochloride	2039	raloxifene_hydrochloride	rx	373543	341.0	209	824
341	bumetanide	2043	bumetanide	rx	173676	342.0	85	825
342	retapamulin	2062	retapamulin	rx	114915	343.0	197	831
343	influenza_virus_vaccine__subvirion_	2067	influenza_virus_vaccine__subvirion_	rx	1369863	344.0	116	833
344	propoxyphene_napsylate	2069	propoxyphene_napsylate	rx	11924	345.0	38	834
345	dexlansoprazole	2109	dexlansoprazole	rx	318246	346.0	11	847
346	acetylcysteine_l-methylfolate_methylcobalami	2111	acetylcysteine_l-methylfolate_methylcobalami	rx	14370	347.0	126	849
347	cpm_dm_hydrobrom_gg_phenyleph_hcl	2112	cpm_dm_hydrobrom_gg_phenyleph_hcl	rx	78836	348.0	48,37	850
348	interferon_beta-1a	2117	interferon_beta-1a	rx	53811	349.0	82	853
349	interferon_beta-1b	2119	interferon_beta-1b	rx	12287	350.0	82	855
350	adapalene_benzoyl_peroxide	2121	adapalene_benzoyl_peroxide	rx	356732	351.0	67	856
351	carbamazepine	2123	carbamazepine	rx	246571	352.0	158,180	858
352	guaifenesin_potassium_guaiacolsulfonate	2125	guaifenesin_potassium_guaiacolsulfonate	rx	61346	353.0	109	860
353	methazolamide	2128	methazolamide	rx	16583	354.0	160	861
354	buprenorphine	2129	buprenorphine	rx	37242	355.0	35	862
355	doxycycline_hyclate	2134	doxycycline_hyclate	rx	6521542	356.0	219	864
356	azathioprine	2135	azathioprine	rx	128988	357.0	137	865
357	cefditoren_pivoxil	2136	cefditoren_pivoxil	rx	84409	358.0	159	866
358	tegaserod_maleate	2143	tegaserod_maleate	rx	197656	359.0	11	870
359	tazarotene	2147	tazarotene	rx	338962	360.0	143	873
360	zaleplon	2149	zaleplon	rx	246818	361.0	199	874
361	estrogen_progestin_folate_combination	2151	estrogen_progestin_folate_combination	rx	99929	362.0	28	875
362	isradipine	2165	isradipine	rx	43981	363.0	107	883
363	needle__hypodermic	2172	needle__hypodermic	rx	33906	364.0	200	885
364	carbidopa_entacapone_levodopa	2191	carbidopa_entacapone_levodopa	rx	17686	365.0	121	891
365	rosuvastatin_calcium	2192	rosuvastatin_calcium	rx	1883690	366.0	185	892
366	ferrous_fum_folic_acid_vit_b12_vit_c	2194	ferrous_fum_folic_acid_vit_b12_vit_c	rx	22997	367.0	181	893
367	imipramine_pamoate	2198	imipramine_pamoate	rx	9398	368.0	131	895
368	foam__multi_ingredient	2203	foam__multi_ingredient	rx	17400	369.0	56	897
369	codeine_phos_phenyleph_hcl_promethazine_hcl	2205	codeine_phos_phenyleph_hcl_promethazine_hcl	rx	418907	370.0	44	899
370	alclometasone_dipropionate	2220	alclometasone_dipropionate	rx	183192	371.0	125	907
371	methscopolamine_nitrate_pse_hcl	2224	methscopolamine_nitrate_pse_hcl	rx	10098	372.0	218	908
372	metoprolol_succinate	2225	metoprolol_succinate	rx	2882689	373.0	42	909
373	aloe_policosanol;hc_ace_pramoxine_hcl	2236	aloe_policosanol;hc_ace_pramoxine_hcl	rx	8582	374.0	125	910
374	quinine_sulfate	2242	quinine_sulfate	rx	229513	375.0	106,194	912
375	potassium_citrate	2247	potassium_citrate	rx	100478	376.0	73,74	913
376	alendronate_sodium	1609	alendronate_sodium	rx	1340148	377.0	122	914
377	omega-3-acid_ethyl_esters	2257	omega-3-acid_ethyl_esters	rx	499805	378.0	185	915
378	diltiazem_hydrochloride	2261	diltiazem_hydrochloride	rx	1102097	379.0	107	916
379	captopril_hydrochlorothiazide	2262	captopril_hydrochlorothiazide	rx	12712	380.0	97	917
380	cimetidine_hydrochloride	2268	cimetidine_hydrochloride	rx	24273	381.0	124	918
381	cpm_hydrocod_bit_pse_hcl	2276	cpm_hydrocod_bit_pse_hcl	rx	244902	382.0	38,44	919
382	acyclovir_hydrocortisone	2278	acyclovir_hydrocortisone	rx	9326	383.0	125	920
383	betamethasone_dipropionate_calcipotriene	2286	betamethasone_dipropionate_calcipotriene	rx	116512	384.0	125	922
384	carbetapentane_cit_gg_pse_hcl	2287	carbetapentane_cit_gg_pse_hcl	rx	5846	385.0	109	923
385	trazodone_hydrochloride	2293	trazodone_hydrochloride	rx	1912229	386.0	131	925
386	aliskiren_hydrochlorothiazide	2303	aliskiren_hydrochlorothiazide	rx	23501	387.0	64	926
387	bupropion_hydrochloride	2305	bupropion_hydrochloride	rx	3106487	388.0	131	927
388	bisacodyl	2307	bisacodyl	rx	18265	389.0	151,54,215	929
389	desipramine_hydrochloride	2308	desipramine_hydrochloride	rx	45620	390.0	131	930
390	trospium_chloride	2312	trospium_chloride	rx	66677	391.0	201	931
391	pse_hcl_triprolidine_hcl	2313	pse_hcl_triprolidine_hcl	rx	12696	392.0	48,218	932
392	enalapril_maleate_hydrochlorothiazide	2314	enalapril_maleate_hydrochlorothiazide	rx	74339	393.0	97	933
393	copper_oxide_folic_acid_niacinamide_zinc_oxi	2317	copper_oxide_folic_acid_niacinamide_zinc_oxi	rx	26412	394.0	25	935
394	insulin_detemir	2319	insulin_detemir	rx	223371	395.0	156	936
395	cyanocobalamin_folic_acid_pyridoxine	2325	cyanocobalamin_folic_acid_pyridoxine	rx	170619	396.0	25,70	939
396	candesartan_cilexetil	2326	candesartan_cilexetil	rx	143579	397.0	64	940
397	venlafaxine_hydrochloride	2329	venlafaxine_hydrochloride	rx	1747691	398.0	131	941
398	permethrin	2790	permethrin	rx	639891	399.0	122,92	942
399	leflunomide	2341	leflunomide	rx	65733	400.0	122	945
400	hydrocortisone_valerate	2342	hydrocortisone_valerate	rx	554454	401.0	125	946
401	chlorpheniramine_tannate_pseudoephedrine_tan	2353	chlorpheniramine_tannate_pseudoephedrine_tan	rx	13946	402.0	48,218	950
402	typhoid_vaccine__live	2797	typhoid_vaccine__live	rx	75563	403.0	116	954
403	anastrozole	2365	anastrozole	rx	179315	404.0	9	956
404	bacitracin_zinc_polymyxin_b_sulfate	2375	bacitracin_zinc_polymyxin_b_sulfate	rx	108661	405.0	171,43	958
405	colesevelam_hydrochloride	2386	colesevelam_hydrochloride	rx	272375	406.0	185	961
406	aclidinium_bromide	6994	aclidinium_bromide	rx	10852	407.0	155	962
407	fentanyl_citrate	2390	fentanyl_citrate	rx	20309	408.0	38	963
408	insulin_human_isophane__nph_	2392	insulin_human_isophane__nph_	rx	257673	409.0	156	965
409	norethindrone_acetate	2396	norethindrone_acetate	rx	173861	410.0	157	966
410	rasagiline	2406	rasagiline	rx	21037	411.0	121	970
411	ethinyl_estradiol_norethindrone	2424	ethinyl_estradiol_norethindrone	rx	755719	412.0	28	976
412	imipramine_hydrochloride	2425	imipramine_hydrochloride	rx	150061	413.0	131	977
413	onabotulinumtoxina	1025	onabotulinumtoxina	rx	17339	414.0	5	978
414	testosterone_enanthate	2433	testosterone_enanthate	rx	20835	415.0	45	981
415	adapalene	380	adapalene	rx	836589	416.0	143	986
416	biotin_cu_dss_fe_folic_acid_vit_b12_vit_c_vi	2444	biotin_cu_dss_fe_folic_acid_vit_b12_vit_c_vi	rx	5129	417.0	179	987
417	levobunolol_hydrochloride	2445	levobunolol_hydrochloride	rx	30448	418.0	217	988
418	ribavirin	2448	ribavirin	rx	43585	419.0	0	990
419	oxymorphone_hydrochloride	2454	oxymorphone_hydrochloride	rx	64400	420.0	38	993
420	adalimumab	2457	adalimumab	rx	129228	421.0	137	994
421	bromfenac	2478	bromfenac	rx	126338	422.0	166	1001
422	iohexol	1741	iohexol	rx	5226	423.0	147	1004
423	ritonavir	2482	ritonavir	rx	32049	424.0	0	1005
424	beclomethasone_dipropionate_monohydrate	2490	beclomethasone_dipropionate_monohydrate	rx	58323	425.0	166	1008
425	hydrochlorothiazide_quinapril_hydrochloride	2492	hydrochlorothiazide_quinapril_hydrochloride	rx	57977	426.0	97	1010
426	aspirin_oxycodone_hydrochloride	2496	aspirin_oxycodone_hydrochloride	rx	9393	427.0	38	1011
427	bi_subsalicylate;metronidazole;tetracycline_	2500	bi_subsalicylate;metronidazole;tetracycline_	rx	35889	428.0	113	1013
428	methotrexate_sodium	2502	methotrexate_sodium	rx	383216	429.0	9	1015
429	kit__blood_glucose_test	2513	kit__blood_glucose_test	rx	73871	430.0	62	1021
430	acetaminophen_butalbital	2514	acetaminophen_butalbital	rx	99539	431.0	75,71	1022
431	glucose_meter	2516	glucose_meter	rx	369403	432.0	200,62	1023
432	losartan_potassium	5358	losartan_potassium	rx	1466731	433.0	64	1026
433	ascorbic_acid_sodium_fluoride_vitamin_a_vita	2827	ascorbic_acid_sodium_fluoride_vitamin_a_vita	rx	60194	434.0	133	1033
434	vilazodone_hydrochloride	2543	vilazodone_hydrochloride	rx	73366	435.0	131	1034
435	timolol_maleate	2544	timolol_maleate	rx	327743	436.0	42,217	1035
436	cpm_tan_phenyleph_tan_pyril_tan	2546	cpm_tan_phenyleph_tan_pyril_tan	rx	18889	437.0	48,37	1037
437	benzoyl_peroxide_hydrocortisone	2551	benzoyl_peroxide_hydrocortisone	rx	8250	438.0	67,60	1039
438	cpm_dm_hydrobrom_pse_hcl	2557	cpm_dm_hydrobrom_pse_hcl	rx	95107	439.0	48,44,37,218	1042
439	difluprednate	2564	difluprednate	rx	166333	440.0	166	1046
440	misoprostol	2570	misoprostol	rx	262173	441.0	11	1048
441	ciclopirox_olamine	2573	ciclopirox_olamine	rx	88716	442.0	52	1050
442	lithium_carbonate	2580	lithium_carbonate	rx	224200	443.0	158	1052
443	chorionic_gonadotropin	2587	chorionic_gonadotropin	rx	83643	444.0	101	1056
444	dextromethorphan_hydrobromide_guaifenesin	2589	dextromethorphan_hydrobromide_guaifenesin	rx	476163	445.0	37,44	1057
445	ethinyl_estradiol_norgestimate_placebo	2591	ethinyl_estradiol_norgestimate_placebo	rx	9878	446.0	209	1058
446	clindamycin_phosphate_tretinoin	2596	clindamycin_phosphate_tretinoin	rx	239468	447.0	43	1059
447	hydrochlorothiazide_telmisartan	2600	hydrochlorothiazide_telmisartan	rx	148703	448.0	64	1062
448	aspirin_caffeine_orphenadrine_citrate	2603	aspirin_caffeine_orphenadrine_citrate	rx	23246	449.0	68	1063
449	tolazamide	2604	tolazamide	rx	9878	450.0	152	1064
450	infliximab	2606	infliximab	rx	6843	451.0	137	1065
451	levothyroxine_sodium_liothyronine_sodium	2626	levothyroxine_sodium_liothyronine_sodium	rx	6011	452.0	59	1072
452	levocabastine_hydrochloride	2627	levocabastine_hydrochloride	rx	7903	453.0	217	1073
453	prednisolone_sodium_phosphate	2633	prednisolone_sodium_phosphate	rx	1752052	454.0	166,27	1074
454	oxcarbazepine	2634	oxcarbazepine	rx	225214	455.0	180	1075
455	morphine_sulfate_naltrexone_hydrochloride	2641	morphine_sulfate_naltrexone_hydrochloride	rx	6040	456.0	38	1076
456	hydroxyprogesterone_caproate	2645	hydroxyprogesterone_caproate	rx	10410	457.0	157	1079
457	emtricitabine_tenofovir_disoproxil_fumarate	2648	emtricitabine_tenofovir_disoproxil_fumarate	rx	45386	458.0	0	1081
458	dorzolamide_hydrochloride_timolol_maleate	2659	dorzolamide_hydrochloride_timolol_maleate	rx	194662	459.0	217	1086
459	famotidine_ibuprofen	5383	famotidine_ibuprofen	rx	18291	460.0	210	1087
460	levomefolate_calcium	2666	levomefolate_calcium	rx	25043	461.0	13,70	1089
461	ramelteon	2692	ramelteon	rx	152715	462.0	199	1094
462	acetylcysteine	1791	acetylcysteine	rx	78544	463.0	21	1095
463	spacer__inhalation	2707	spacer__inhalation	rx	491956	464.0	200	1097
464	griseofulvin__ultramicrocrystalline	2708	griseofulvin__ultramicrocrystalline	rx	78167	465.0	206	1098
465	mycophenolate_sodium	2712	mycophenolate_sodium	rx	12498	466.0	137	1100
466	nitroglycerin	2713	nitroglycerin	rx	1466374	467.0	93,60	1101
467	sildenafil_citrate	2716	sildenafil_citrate	rx	1257193	468.0	182,122	1102
468	terconazole	2724	terconazole	rx	914739	469.0	52	1105
469	naproxen_sodium	2730	naproxen_sodium	rx	1202979	470.0	210	1108
470	fingolimod_hydrochloride	2731	fingolimod_hydrochloride	rx	6400	471.0	82	1109
471	chlordiazepoxide_hydrochloride_clidinium_bro	2739	chlordiazepoxide_hydrochloride_clidinium_bro	rx	233112	472.0	4	1112
472	papain_urea	2745	papain_urea	rx	29312	473.0	145	1114
473	meclofenamate_sodium	2754	meclofenamate_sodium	rx	11257	474.0	210	1119
474	estazolam	2787	estazolam	rx	19892	475.0	84	1127
475	mirtazapine	2796	mirtazapine	rx	583124	476.0	131	1132
476	ethinyl_estradiol_norelgestromin	1701	ethinyl_estradiol_norelgestromin	rx	392333	477.0	28	1134
477	phentermine_hydrochloride_topiramate	2805	phentermine_hydrochloride_topiramate	rx	5914	478.0	175	1135
478	hydralazine_hydrochloride	2810	hydralazine_hydrochloride	rx	260839	479.0	79	1138
479	bromocriptine_mesylate	2811	bromocriptine_mesylate	rx	37912	480.0	122	1139
480	glucose_meter_test_control_strips	2812	glucose_meter_test_control_strips	rx	1187489	481.0	62	1140
481	dss_fe_folic_acid_vit_b12_vit_c	2813	dss_fe_folic_acid_vit_b12_vit_c	rx	32299	482.0	179	1141
482	tapentadol_hydrochloride	2817	tapentadol_hydrochloride	rx	140129	483.0	38	1142
483	atorvastatin_calcium	2824	atorvastatin_calcium	rx	4983283	484.0	185	1143
484	lactic_acid	1995	lactic_acid	rx	8136	485.0	56,76	1145
485	fluticasone_propionate	2829	fluticasone_propionate	rx	9596629	486.0	166,27,125	1147
486	lisinopril	2831	lisinopril	rx	5628464	487.0	97	1149
487	diclofenac_sodium	2837	diclofenac_sodium	rx	2718205	488.0	60,166,210	1153
488	acetone_test	2853	acetone_test	rx	53191	489.0	62,1	1160
489	estradiol_cypionate	2856	estradiol_cypionate	rx	8590	490.0	209	1162
490	hydrocodone_tannate_pseudoephedrine_tannate	2874	hydrocodone_tannate_pseudoephedrine_tannate	rx	5769	491.0	38	1169
491	etanercept	2875	etanercept	rx	143732	492.0	137	1170
492	sodium_oxybate	2879	sodium_oxybate	rx	7959	493.0	121	1171
493	tdap_vaccine	2883	tdap_vaccine	rx	64301	494.0	196	1175
494	potassium_iodide	2894	potassium_iodide	rx	15491	495.0	109	1177
495	naphazoline_hydrochloride	2937	naphazoline_hydrochloride	rx	6808	496.0	16	1182
496	amlodipine_besylate_atorvastatin_calcium	2919	amlodipine_besylate_atorvastatin_calcium	rx	152073	497.0	64	1187
497	azithromycin	2925	azithromycin	rx	24647838	498.0	186	1190
498	multivitamin_and_nutriceuticals	2934	multivitamin_and_nutriceuticals	rx	5139	499.0	25,126,177,34,212,213,189,122,30,181,21,114,185	1194
499	naproxen	2936	naproxen	rx	5550935	500.0	210	1195
500	choline_magnesium_trisalicylate	6613	choline_magnesium_trisalicylate	rx	18734	501.0	75	1201
501	diclofenac_potassium	2970	diclofenac_potassium	rx	321135	502.0	210	1212
502	betaxolol_hydrochloride	2976	betaxolol_hydrochloride	rx	38205	503.0	42,217	1213
503	aspirin_dipyridamole	2993	aspirin_dipyridamole	rx	104948	504.0	214	1215
504	cefuroxime_axetil	3001	cefuroxime_axetil	rx	2342057	505.0	159	1217
505	chloroquine_phosphate	1733	chloroquine_phosphate	rx	103724	506.0	194	1222
506	acetic_acid_antipyrine_benzocaine_policosano	3019	acetic_acid_antipyrine_benzocaine_policosano	rx	32432	507.0	210	1227
507	metronidazole	3020	metronidazole	rx	5610219	508.0	67,113	1228
508	cyclobenzaprine_hydrochloride	3031	cyclobenzaprine_hydrochloride	rx	7075851	509.0	15	1232
509	dimethyl_fumarate	3034	dimethyl_fumarate	rx	6834	510.0		1233
510	betamethasone_valerate	3049	betamethasone_valerate	rx	447700	511.0	125	1239
511	flurbiprofen	3055	flurbiprofen	rx	90667	512.0	210	1241
512	minocycline_hydrochloride	3056	minocycline_hydrochloride	rx	1571771	513.0	171,219	1242
513	meclizine_hydrochloride	3064	meclizine_hydrochloride	rx	1400766	514.0	132	1244
514	capecitabine	3081	capecitabine	rx	49910	515.0	9	1253
515	hydroxyzine_pamoate	3082	hydroxyzine_pamoate	rx	686649	516.0	199	1254
516	galantamine_hydrobromide	28	galantamine_hydrobromide	rx	47031	517.0	127	1256
517	eflornithine_hydrochloride	3096	eflornithine_hydrochloride	rx	15040	518.0	60	1259
518	brimonidine_tartrate_timolol_maleate	3103	brimonidine_tartrate_timolol_maleate	rx	92888	519.0	217	1264
519	paliperidone	3110	paliperidone	rx	18401	520.0	216	1267
520	paroxetine_hydrochloride	3111	paroxetine_hydrochloride	rx	1587890	521.0	131	1268
521	sevelamer_hydrochloride	3113	sevelamer_hydrochloride	rx	40372	522.0	10	1269
522	flavoxate_hydrochloride	3115	flavoxate_hydrochloride	rx	36340	523.0	201	1270
523	ciprofloxacin_hydrochloride	3129	ciprofloxacin_hydrochloride	rx	10381503	524.0	176,171	1277
524	methylergonovine_maleate	3131	methylergonovine_maleate	rx	143547	525.0	103	1278
525	naproxen_sodium_sumatriptan_succinate	3141	naproxen_sodium_sumatriptan_succinate	rx	90746	526.0	210	1282
526	benazepril_hydrochloride_hydrochlorothiazide	3144	benazepril_hydrochloride_hydrochlorothiazide	rx	167933	527.0	97	1284
527	fe_na_fluoride_vit_a_vit_c_vit_d	3151	fe_na_fluoride_vit_a_vit_c_vit_d	rx	7613	528.0	30	1288
528	methylphenidate_hydrochloride	3155	methylphenidate_hydrochloride	rx	1242222	529.0	175	1291
529	palivizumab	3157	palivizumab	rx	19644	530.0	0	1292
530	cabergoline	1773	cabergoline	rx	48813	531.0	122	1293
531	amylase_lipase_protease	3162	amylase_lipase_protease	rx	111466	532.0	148	1294
532	lansoprazole	3172	lansoprazole	rx	2133046	533.0	11	1295
533	clobetasol_propionate	3175	clobetasol_propionate	rx	2155135	534.0	125	1296
534	ethacrynic_acid	3180	ethacrynic_acid	rx	5925	535.0	85	1297
535	mirabegron	3181	mirabegron	rx	15476	536.0	201	1298
536	glipizide_metformin_hydrochloride	3205	glipizide_metformin_hydrochloride	rx	38069	537.0	31	1307
537	selegiline	3206	selegiline	rx	5829	538.0	122	1308
538	cyclosporine	3796	cyclosporine	rx	608201	539.0	205,137	1310
539	voriconazole	3217	voriconazole	rx	16822	540.0	206	1311
540	alprazolam	3233	alprazolam	rx	4795142	541.0	84	1315
541	dexamethasone_tobramycin	3235	dexamethasone_tobramycin	rx	1816442	542.0	50	1316
542	desogestrel_ethinyl_estradiol	3247	desogestrel_ethinyl_estradiol	rx	483920	543.0	28	1318
543	phentermine_hydrochloride	3255	phentermine_hydrochloride	rx	316091	544.0	175	1321
544	phenylephrine_hydrochloride_pyrilamine_malea	3256	phenylephrine_hydrochloride_pyrilamine_malea	rx	12994	545.0	48,218	1322
545	albuterol	3259	albuterol	rx	3096915	546.0	218	1323
546	hydrochlorothiazide_triamterene	3263	hydrochlorothiazide_triamterene	rx	1751808	547.0	192	1324
547	tranexamic_acid	3264	tranexamic_acid	rx	46015	548.0	69	1325
548	dornase_alfa	3272	dornase_alfa	rx	8805	549.0	122	1327
549	paricalcitol	3273	paricalcitol	rx	24842	550.0	139	1328
550	dalteparin_sodium	3278	dalteparin_sodium	rx	27586	551.0	22	1330
551	digoxin	3289	digoxin	rx	642933	552.0	190	1332
552	sulfamethoxazole_trimethoprim	3293	sulfamethoxazole_trimethoprim	rx	9097660	553.0	40	1334
553	meter__peak_flow__spirometry	2973	meter__peak_flow__spirometry	rx	18092	554.0	200	1337
554	alfuzosin_hydrochloride	5150	alfuzosin_hydrochloride	rx	164032	555.0	122	1338
